Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1,40,1,2.0,2,0,0,1,0,1,0
11,181,3,1.4,1,0,1,0,0,0,0
14,112,2,2.2,1,394,0,0,0,0,0
9,138,2,7.8,1,227,0,0,0,1,0
17,94,3,3.8,2,327,1,1,1,1,0
19,113,1,1.7,1,0,0,0,0,0,0
5,112,4,5.0,2,0,1,0,0,0,1
12,190,2,3.0,1,475,0,0,0,1,0
37,38,1,1.1,3,0,0,0,0,1,0
16,32,1,1.4,3,158,0,0,0,1,0
10,104,3,0.6,2,0,0,0,0,0,1
40,43,1,1.9,2,0,0,0,0,1,0
24,45,3,1.7,2,0,0,1,0,1,0
2,35,2,1.7,2,0,0,0,0,0,0
10,42,4,1.2,2,0,0,0,0,1,1
4,58,1,0.8,2,0,0,0,0,1,1
3,103,4,3.4,1,0,1,0,0,1,0
3,71,1,3.3,2,149,1,1,1,1,0
7,14,1,0.4,2,98,0,0,0,1,0
11,98,3,1.2,3,0,0,1,0,0,1
17,90,1,0.1,2,0,0,0,0,0,1
0,65,4,0.2,1,0,0,1,0,0,0
2,19,4,0.4,1,0,0,0,0,1,1
25,35,3,1.7,2,0,0,0,0,1,1
9,71,4,1.3,1,0,0,0,0,1,0
19,31,3,0.5,1,0,0,0,0,0,0
38,43,4,1.2,2,0,0,0,0,1,0
36,24,1,1.5,2,87,0,1,0,0,0
19,58,2,0.4,3,0,0,1,0,0,1
17,115,2,0.4,1,0,0,0,0,1,0
15,168,2,8.0,1,152,0,1,0,0,0
5,128,1,1.5,1,0,0,0,0,1,1
20,138,1,7.0,1,0,0,0,0,0,1
32,81,3,1.7,2,0,0,0,0,1,1
3,41,4,1.3,3,0,0,0,0,1,0
7,123,2,2.9,2,0,1,0,0,1,0
13,71,2,2.7,1,94,0,0,0,1,0
23,8,1,0.4,3,0,0,0,0,0,1
14,42,2,0.7,1,101,0,0,0,1,0
4,62,2,2.5,1,184,0,0,0,1,0
12,22,4,1.0,1,91,0,1,0,1,0
8,38,4,1.0,2,0,0,0,0,1,0
11,24,4,0.4,2,0,0,0,0,0,0
37,50,3,2.4,1,0,0,0,0,1,0
1,190,4,1.3,2,197,1,0,0,1,0
7,94,2,3.1,1,0,0,0,0,1,0
37,165,4,5.1,3,0,1,0,0,0,0
12,43,4,1.2,2,0,0,0,0,0,1
26,48,1,1.6,2,0,0,0,0,0,1
21,52,3,2.7,2,228,0,0,0,0,1
24,84,4,4.9,1,0,0,0,0,1,0
36,131,1,0.9,1,0,0,0,0,1,0
8,44,4,0.2,1,0,0,0,0,0,0
2,78,4,0.2,1,87,0,0,0,0,0
36,15,4,0.4,2,0,0,0,0,0,0
20,38,4,1.9,3,144,0,0,0,1,1
25,84,1,1.3,3,0,0,1,0,1,0
20,122,1,0.3,1,0,0,0,0,1,0
36,98,2,2.8,1,0,0,0,0,0,0
18,80,3,2.67,2,0,0,0,0,0,0
17,165,2,8.0,1,0,0,0,0,1,0
5,121,2,3.3,1,0,0,0,0,0,1
37,20,3,0.4,2,94,0,0,0,0,0
19,11,1,0.2,1,91,0,0,0,0,0
35,45,1,1.8,3,0,0,0,0,1,0
6,118,2,2.8,2,0,1,0,0,0,0
36,14,2,0.3,1,109,0,0,0,1,1
13,30,3,0.2,2,0,0,0,0,0,0
30,45,1,0.2,1,98,0,0,0,0,0
32,80,3,2.67,1,0,0,0,0,1,0
1,25,4,0.3,2,0,0,0,0,1,1
41,144,1,2.5,1,0,0,1,1,1,1
19,84,4,0.2,3,297,0,0,0,1,0
29,22,2,0.4,1,0,0,0,0,1,0
18,33,3,1.5,1,0,0,0,0,1,1
28,60,4,2.6,3,0,0,0,0,0,0
6,81,4,2.2,2,116,0,0,0,1,0
13,169,1,6.8,3,0,1,0,1,1,1
2,63,2,1.6,3,0,0,0,0,1,0
26,12,2,0.7,3,109,0,0,0,1,1
27,15,4,0.8,1,101,0,0,0,0,0
38,39,1,0.5,3,0,0,1,1,1,1
4,44,4,2.0,2,0,0,0,0,1,0
10,110,1,4.0,1,0,0,0,0,1,0
8,130,3,6.3,2,99,1,0,0,0,1
21,41,1,1.4,3,128,0,0,0,1,0
22,59,1,1.4,3,241,0,0,0,1,0
28,39,2,0.8,1,0,0,0,0,1,0
19,35,4,0.0,2,0,0,0,0,1,0
27,80,1,2.6,2,0,0,0,0,1,1
20,81,1,2.67,2,0,0,0,0,1,0
13,31,2,0.8,3,0,0,0,0,0,0
17,93,4,1.9,3,0,0,0,0,0,0
33,45,4,1.5,1,204,0,0,0,1,0
12,40,2,0.6,3,0,0,0,0,1,1
1,80,2,1.6,3,185,0,0,0,1,1
7,20,1,0.4,3,0,0,0,0,1,0
37,41,1,0.5,3,0,0,0,0,0,1
8,31,1,0.3,1,104,0,0,0,1,1
27,35,4,0.2,2,0,0,0,0,1,0
31,40,3,1.4,3,137,0,0,0,1,1
39,84,1,1.8,3,0,0,0,0,0,0
1,53,2,1.6,3,0,0,0,0,1,0
5,85,4,4.0,3,0,0,0,0,1,0
33,138,2,3.9,1,0,0,0,0,1,0
2,71,2,1.75,3,108,0,0,0,0,0
39,113,1,0.8,3,0,0,0,0,0,1
23,23,2,1.0,2,0,0,1,0,0,0
9,62,3,2.3,1,0,0,0,0,0,0
11,14,4,0.2,3,100,0,0,0,1,1
18,60,2,2.2,3,0,0,0,0,0,1
4,94,3,0.8,1,236,0,0,0,1,0
39,83,3,1.8,2,0,0,0,0,1,0
35,130,3,6.3,3,437,1,0,1,1,1
37,61,4,1.7,1,0,0,0,0,0,0
2,92,2,3.1,1,178,0,0,0,1,0
16,20,2,0.8,3,117,0,0,0,1,1
20,194,2,8.8,1,428,0,0,0,0,0
10,74,1,2.5,1,0,0,0,0,0,1
22,84,2,0.4,3,145,0,0,0,0,0
40,98,3,1.8,2,333,0,0,0,0,0
15,52,3,2.33,1,0,0,0,0,1,0
26,55,1,1.3,2,236,0,0,0,0,1
6,64,4,3.4,1,117,0,0,0,0,0
40,128,1,2.5,1,162,0,0,0,1,0
13,113,4,1.7,2,0,1,0,0,0,1
3,50,3,1.1,2,0,0,0,0,0,1
18,54,4,2.2,2,0,0,0,0,0,0
38,129,1,0.9,1,366,0,0,0,1,0
21,82,4,0.4,1,0,0,0,0,0,0
38,100,4,1.7,2,0,0,0,0,1,0
34,44,4,2.2,1,0,0,1,0,0,0
30,164,4,0.5,2,234,1,0,1,1,1
31,81,2,3.7,1,121,0,0,0,1,1
10,71,1,0.1,1,257,0,0,0,1,1
17,28,1,0.5,3,90,0,0,0,0,0
6,80,3,1.5,1,219,0,0,0,1,0
35,90,4,1.9,2,0,0,0,0,1,0
14,74,1,3.6,2,0,0,0,0,1,1
25,14,2,0.7,3,0,0,1,0,1,0
36,23,2,0.5,2,103,0,0,0,1,0
17,153,1,1.7,1,337,0,0,0,0,1
16,38,3,0.9,3,0,0,0,0,0,0
5,112,2,2.0,2,382,0,1,0,0,0
26,145,1,8.1,1,397,0,0,0,0,1
6,28,2,0.3,2,88,0,0,0,1,0
9,31,4,1.1,3,0,0,0,0,1,1
2,195,1,6.33,1,0,0,0,0,1,1
24,50,3,2.0,3,0,0,0,0,1,1
14,71,4,2.0,3,0,0,0,0,0,0
36,21,3,0.3,3,0,0,0,0,0,0
11,35,2,0.8,3,125,0,0,0,0,0
21,42,1,2.4,1,0,0,0,0,1,1
27,78,4,3.6,3,141,0,0,0,1,0
6,73,4,2.2,2,0,0,0,0,0,0
25,53,2,1.0,3,181,0,0,0,0,0
3,51,2,1.6,3,123,0,0,0,0,0
30,40,2,2.3,3,0,0,0,0,1,0
26,178,1,1.0,1,0,0,0,0,0,0
6,35,2,0.3,1,0,0,0,0,0,1
7,192,1,0.0,2,0,1,0,0,1,0
3,123,1,5.4,1,0,0,0,0,0,0
5,48,2,1.67,2,0,0,1,1,1,1
26,45,3,0.6,2,0,0,0,0,0,0
28,15,1,0.2,1,0,0,0,0,1,0
24,79,1,0.3,1,120,0,0,0,1,0
5,63,4,2.0,2,0,0,1,0,1,0
35,30,2,0.2,3,0,0,0,0,1,0
36,145,4,6.9,1,380,1,0,0,0,1
4,32,3,1.0,2,0,0,0,0,0,0
9,64,2,0.1,1,224,0,0,0,1,1
7,84,1,0.1,1,0,0,0,0,1,0
5,21,1,0.4,2,0,0,0,0,1,0
38,99,4,1.7,2,0,0,0,0,1,0
22,35,2,1.3,1,0,0,0,0,1,0
24,180,1,1.7,1,0,0,0,0,1,1
12,42,1,1.33,1,0,0,0,0,1,0
0,179,4,2.1,2,0,1,0,0,0,0
27,42,4,0.1,3,0,0,0,0,0,0
25,180,2,9.0,2,297,1,0,0,1,0
11,82,4,3.4,1,0,0,0,0,0,0
16,55,2,0.7,1,149,0,0,0,0,0
12,79,2,2.2,1,0,0,0,0,1,0
17,48,2,0.6,3,215,0,0,0,0,1
25,93,1,2.7,1,0,0,1,0,1,0
32,23,2,0.2,3,0,0,0,0,0,0
20,50,3,2.33,1,200,0,0,0,0,0
34,85,2,2.0,1,0,0,0,0,1,0
14,35,1,1.5,2,97,0,0,0,1,0
2,171,3,6.0,2,0,1,0,0,1,0
2,29,4,1.5,2,0,0,0,0,0,1
35,84,1,1.8,3,0,0,0,0,1,1
27,20,4,0.5,2,0,0,0,0,1,0
25,14,1,0.4,3,0,0,0,0,1,1
10,179,1,8.6,1,357,0,0,0,0,0
37,48,1,0.8,1,158,0,0,0,1,0
16,74,1,2.8,1,0,0,0,0,1,0
29,53,1,1.4,1,0,0,0,0,0,0
25,83,1,2.8,2,0,0,0,0,1,1
40,171,2,2.1,1,433,0,0,0,0,0
28,85,4,4.9,1,0,0,0,0,1,0
26,38,4,0.9,2,0,0,0,0,1,0
5,85,3,1.6,1,157,0,0,0,1,1
8,79,1,0.1,1,0,0,0,0,0,0
19,69,4,0.4,1,0,0,0,0,0,0
35,43,3,0.9,3,0,0,0,0,1,1
34,33,2,0.3,1,101,0,0,0,1,0
38,42,3,0.1,3,149,0,0,0,0,1
21,40,4,1.9,3,122,0,0,0,1,0
33,43,1,1.8,3,0,0,0,0,0,0
5,20,4,0.5,3,117,0,0,0,0,0
32,65,3,2.5,1,222,0,0,0,1,0
13,139,3,3.4,1,483,1,0,0,1,0
35,135,3,0.3,3,0,1,0,0,1,0
34,84,3,1.6,3,0,0,0,0,1,0
26,179,1,2.9,3,0,1,0,0,0,1
39,45,4,1.3,2,86,0,0,0,0,0
3,109,2,2.5,1,0,0,0,0,1,0
29,34,4,0.1,3,0,0,0,0,1,0
37,162,1,1.3,1,0,0,0,0,1,0
34,105,2,1.4,1,0,0,0,0,1,0
12,22,3,0.2,2,0,0,0,0,1,0
8,82,2,1.8,1,178,0,0,0,1,1
41,105,4,1.7,2,230,0,1,0,1,0
31,62,1,1.8,3,0,0,0,0,1,0
31,82,2,2.0,1,83,0,0,0,0,1
3,72,4,0.0,1,0,0,0,0,1,0
10,38,4,1.7,1,0,0,0,0,1,1
28,25,4,1.0,1,0,0,0,0,0,0
15,20,1,0.75,3,0,0,0,0,1,0
3,80,4,1.8,2,0,0,0,0,1,1
18,84,3,1.1,1,0,0,0,0,0,0
23,33,1,1.0,1,0,0,0,0,1,1
37,55,3,0.9,3,0,0,0,0,1,0
27,33,2,0.7,2,0,0,0,0,0,1
23,190,4,0.3,3,305,1,0,0,0,0
18,43,1,0.3,3,158,0,0,0,0,0
41,45,3,0.1,3,0,0,0,0,1,0
18,141,1,3.5,1,0,0,0,0,0,0
16,69,4,2.4,1,0,0,0,0,1,0
8,78,4,0.1,2,0,0,0,0,1,0
15,84,1,3.7,3,0,0,0,0,1,0
29,172,1,5.2,2,0,1,0,0,0,0
6,51,4,0.2,1,154,0,1,0,0,1
28,75,1,1.4,3,0,0,0,0,1,0
22,183,1,3.1,2,0,1,0,1,1,1
23,20,4,0.4,3,0,0,0,0,1,1
39,101,2,3.9,3,294,1,0,0,1,0
14,129,1,5.9,3,0,1,0,0,1,0
17,63,2,3.2,1,0,0,0,0,0,0
35,44,4,2.1,1,0,0,0,0,0,0
39,184,1,5.4,3,176,1,0,1,1,1
33,100,2,2.0,1,127,0,0,0,0,0
24,12,3,0.4,1,0,0,0,0,0,0
33,68,2,2.3,3,128,0,1,0,1,0
8,48,1,1.0,1,212,0,0,0,1,0
15,82,2,0.4,1,0,0,0,0,0,0
18,52,2,2.5,1,0,0,0,0,0,0
41,154,2,4.6,2,0,1,1,1,1,1
4,39,1,1.5,1,0,0,0,0,0,1
4,40,1,0.3,1,0,0,0,1,1,1
17,54,4,1.9,3,164,0,0,0,0,0
8,32,2,1.0,2,103,0,0,1,1,1
30,64,2,2.3,3,0,0,0,0,0,0
3,92,2,1.3,1,287,0,0,0,1,0
38,40,1,2.5,3,94,0,0,0,1,1
11,60,3,0.5,3,0,0,0,0,1,0
5,85,2,1.3,1,119,0,0,0,1,1
2,21,4,0.4,1,90,0,0,0,1,0
5,35,1,0.6,3,171,0,0,0,0,0
7,52,2,0.1,1,0,0,0,0,1,0
34,128,1,7.4,1,0,0,0,0,0,0
2,195,1,6.33,1,0,0,0,0,0,0
25,68,2,1.5,2,117,0,0,0,0,1
41,55,2,1.1,1,0,0,0,0,0,0
17,55,1,0.2,1,0,0,0,0,1,0
21,80,4,0.4,1,0,0,0,0,1,1
3,123,1,0.8,1,146,0,0,0,0,0
37,90,4,1.9,2,106,0,1,0,1,0
29,61,1,1.4,3,0,0,0,0,0,0
15,41,3,2.5,2,0,0,0,0,1,0
33,43,2,1.6,3,0,0,0,0,1,0
13,71,3,0.1,1,162,0,1,0,1,0
12,25,4,1.0,1,0,0,0,0,1,0
33,154,1,3.0,2,0,1,1,1,1,0
21,141,1,2.4,1,0,0,0,0,0,0
4,22,2,0.9,3,110,0,0,0,0,0
28,145,2,6.8,1,0,0,0,0,1,0
16,49,3,0.5,3,0,0,0,0,1,0
37,109,1,2.0,1,0,0,0,0,1,0
34,80,3,0.5,1,0,0,0,0,1,1
20,82,4,1.4,2,201,0,0,0,1,1
28,52,4,2.5,1,0,0,0,0,1,0
5,85,3,2.5,1,0,0,0,0,1,1
25,148,1,1.0,1,0,0,0,0,0,0
39,160,2,2.1,1,0,0,0,0,0,1
11,39,4,1.7,1,0,0,0,0,1,0
16,25,2,0.8,3,0,0,0,0,0,1
25,33,1,1.4,3,0,0,0,0,1,1
20,38,3,2.5,2,0,0,0,0,0,0
16,85,4,0.2,3,0,0,0,0,1,1
28,48,1,0.2,1,0,0,0,0,1,0
21,15,4,0.6,3,77,0,0,0,1,0
10,94,1,0.0,1,174,0,0,0,1,0
4,120,2,0.6,1,0,0,0,0,1,0
19,60,1,0.7,3,159,0,0,0,1,0
9,145,2,4.33,1,277,0,0,0,0,1
36,29,2,0.7,3,0,0,0,0,0,0
18,78,3,2.67,2,0,0,0,0,1,0
35,59,4,1.2,2,0,0,0,0,1,0
28,80,2,4.5,3,0,0,0,0,0,1
26,180,1,1.0,1,0,0,0,0,1,1
8,8,3,0.1,2,83,0,0,0,1,0
35,23,1,1.5,3,0,0,0,0,1,0
23,79,2,3.8,3,0,0,0,0,1,0
19,78,2,3.8,3,268,0,0,0,0,0
37,64,1,0.0,2,0,0,0,0,0,1
14,64,4,0.2,3,0,0,0,0,1,1
39,160,4,3.8,1,237,1,0,0,1,0
4,43,1,1.0,3,102,0,0,0,0,0
42,32,1,1.1,3,0,0,0,0,0,1
9,179,2,0.0,1,76,0,1,0,1,0
35,8,1,0.1,1,0,0,0,0,1,0
32,63,1,1.6,1,0,0,1,0,1,0
30,40,2,2.3,3,0,0,1,0,1,0
9,99,4,2.2,2,155,0,0,0,1,0
9,141,2,4.5,2,0,1,0,0,0,0
4,159,1,1.5,1,0,0,0,0,1,1
12,39,2,0.3,1,174,0,0,0,1,0
38,99,4,1.7,2,0,0,0,0,0,0
4,18,4,0.3,2,0,0,0,0,1,1
12,38,2,0.3,1,0,0,0,0,1,1
8,133,1,0.0,1,0,0,0,0,1,0
34,84,2,2.8,1,0,0,0,0,1,1
35,60,1,0.0,2,0,0,0,0,1,1
28,178,3,5.4,3,147,1,0,0,1,0
12,18,1,0.5,3,0,0,0,0,0,1
21,73,1,0.8,3,0,0,0,0,1,0
23,125,1,7.3,1,0,0,0,0,0,0
26,91,1,4.3,2,0,1,0,1,1,1
28,74,2,1.1,1,0,0,0,0,1,0
4,35,2,0.3,2,0,0,1,0,0,1
39,113,1,2.0,1,0,0,0,0,1,1
8,52,4,2.2,2,0,0,0,0,0,0
6,191,2,4.4,2,0,1,0,0,1,0
25,18,1,0.3,3,93,0,0,0,0,1
27,25,2,0.0,1,0,0,0,0,1,1
18,50,4,1.9,3,0,0,0,0,0,0
10,75,4,0.7,3,0,0,0,0,1,1
26,92,2,4.5,3,0,0,1,0,0,1
32,33,2,2.0,2,0,0,0,0,1,0
32,65,3,2.2,3,0,0,0,0,0,0
28,44,3,1.7,1,0,0,0,0,0,0
21,183,2,1.4,1,354,0,0,0,0,0
20,175,2,1.4,1,0,0,0,0,1,1
28,28,4,1.5,3,0,0,0,0,1,1
17,49,4,2.2,2,0,0,0,0,0,0
26,45,4,1.8,1,0,0,0,0,1,0
17,64,4,3.0,3,221,1,0,0,1,0
38,22,3,0.1,3,90,0,0,0,1,0
30,120,1,7.4,1,119,0,0,0,1,1
8,175,2,6.7,1,102,0,0,0,1,0
2,101,4,2.3,3,256,0,0,0,0,1
16,104,1,1.0,3,0,0,0,0,1,0
16,155,4,0.1,3,0,1,0,1,1,1
18,58,1,2.4,1,0,0,0,0,0,0
10,80,4,2.2,2,0,0,0,0,1,0
33,45,1,1.8,3,195,0,0,0,0,0
9,134,1,4.6,1,164,0,1,0,1,0
14,58,4,2.0,3,153,0,1,0,0,0
21,20,1,0.2,1,0,0,0,0,1,1
13,25,4,1.5,3,0,0,0,0,1,0
20,55,1,0.3,1,0,0,0,0,1,1
37,155,1,1.3,1,0,0,0,0,0,0
34,30,1,1.3,1,0,0,0,0,1,1
37,39,4,0.4,1,0,0,0,0,1,1
12,73,4,2.0,3,188,0,0,0,1,0
34,41,4,1.3,1,0,0,0,0,1,0
30,34,4,0.1,3,157,0,0,0,1,0
5,21,3,0.9,3,119,0,0,0,0,0
8,11,4,0.3,1,0,0,1,1,1,1
35,154,2,6.9,1,0,0,0,0,0,0
20,19,4,0.4,3,0,0,0,0,0,0
26,101,2,2.4,2,0,0,0,0,1,0
15,24,1,1.0,1,116,0,0,0,1,1
29,131,2,2.7,1,0,0,1,0,0,0
9,105,1,4.0,1,0,0,0,0,1,0
21,52,1,1.2,2,194,0,0,0,0,0
32,21,4,0.9,2,113,0,1,0,0,0
31,45,3,1.4,1,198,0,0,0,1,0
14,39,1,2.0,1,0,0,0,0,1,0
25,192,2,2.8,1,238,0,0,0,0,1
5,195,1,4.3,1,0,0,0,0,0,0
22,83,3,0.7,1,0,0,0,0,0,0
15,34,3,1.0,2,0,0,1,0,1,0
33,49,4,1.7,2,104,0,0,0,1,0
1,60,4,4.0,3,244,0,0,0,0,0
25,41,4,1.8,1,0,0,0,0,0,0
10,72,3,2.3,1,285,0,0,0,0,0
35,102,4,3.0,2,115,1,0,0,1,0
10,31,3,1.3,1,0,0,0,0,0,0
20,73,1,1.5,2,128,0,0,0,1,0
9,89,1,0.0,1,0,0,0,0,1,0
29,19,4,0.7,3,121,0,1,0,0,1
40,63,4,1.2,2,0,0,0,0,1,0
9,104,3,1.2,3,0,0,0,0,1,0
35,40,1,0.8,2,128,0,0,0,1,0
39,92,2,0.0,3,0,0,0,0,1,0
33,72,2,0.7,2,226,0,0,0,0,0
27,44,3,1.9,2,141,0,0,0,0,0
16,114,4,3.5,1,0,1,0,0,0,1
13,73,4,2.4,1,0,0,0,0,0,0
40,63,4,1.2,2,0,0,1,0,0,1
20,69,1,0.8,3,184,0,0,1,1,1
37,42,3,1.5,1,0,0,0,0,1,0
26,88,1,2.7,1,0,0,0,0,1,0
18,98,2,0.4,1,0,0,0,0,1,0
8,65,1,3.0,1,227,1,0,0,1,0
13,12,2,0.3,2,104,0,1,0,1,0
5,122,4,3.0,1,0,1,0,0,0,1
14,12,2,0.0,3,0,0,0,0,0,0
29,24,2,0.2,1,0,0,0,0,0,1
19,170,4,4.25,1,318,1,0,1,1,1
36,184,4,2.3,2,342,1,0,1,1,1
20,25,4,0.6,3,125,0,0,0,0,0
31,131,2,2.7,1,0,0,0,0,0,0
33,50,2,2.3,3,0,0,0,0,0,1
28,21,2,0.4,1,0,0,1,0,1,0
3,55,3,1.1,2,0,0,0,0,1,0
32,124,1,0.2,2,0,1,0,0,1,0
23,58,4,2.6,1,188,0,0,0,0,0
13,72,2,2.8,1,0,0,0,0,1,0
31,192,1,7.0,3,0,1,0,1,1,0
38,83,3,1.8,2,0,0,0,0,1,0
12,93,1,2.8,1,0,0,1,0,1,0
26,38,3,1.0,3,110,0,1,0,1,0
20,55,4,1.9,3,164,0,1,0,0,0
41,11,3,0.1,3,0,0,1,0,0,1
15,85,2,0.4,1,0,0,1,0,0,0
24,124,1,4.9,1,266,0,0,0,1,0
36,129,2,6.0,1,0,0,0,0,1,0
7,180,1,4.3,1,0,0,0,0,0,0
14,74,4,1.4,2,0,0,0,0,1,0
6,138,1,7.0,3,86,1,0,0,1,0
29,111,2,3.6,3,0,1,0,0,0,1
28,83,3,0.8,1,0,0,0,0,1,0
10,33,4,1.7,1,87,0,0,0,1,0
29,21,4,0.7,3,0,0,0,0,0,0
10,35,2,0.3,1,98,0,0,0,1,0
41,105,1,0.8,3,0,0,1,1,1,1
14,103,1,0.8,2,0,0,0,0,0,1
32,75,2,2.3,3,0,0,0,0,0,0
17,33,1,0.7,1,104,0,0,0,0,0
34,52,4,1.7,2,0,0,1,0,1,0
23,89,1,2.6,2,0,0,1,1,1,1
36,63,1,2.5,3,0,0,0,0,0,0
23,84,4,3.1,2,0,1,1,1,1,0
36,44,4,2.1,1,0,0,0,0,0,0
3,29,3,1.0,1,0,0,0,0,1,1
21,29,1,0.3,3,0,0,0,0,1,0
14,22,2,0.3,2,0,0,0,0,1,0
6,53,4,2.2,1,114,0,0,0,1,0
14,24,2,0.3,2,0,0,0,0,1,0
38,153,1,1.3,1,455,0,0,0,0,0
2,31,2,0.3,2,0,0,1,0,1,0
30,21,2,0.7,2,0,0,0,0,1,0
6,180,2,6.7,1,0,0,0,0,0,0
20,82,3,0.7,2,0,0,0,0,1,1
18,90,4,0.8,1,245,0,1,0,0,0
29,154,4,7.4,3,0,1,0,0,0,0
17,99,2,1.8,2,0,0,0,0,1,1
36,153,1,2.6,2,0,1,1,1,0,1
5,93,2,3.1,2,0,1,0,0,1,0
38,53,1,0.0,2,0,0,0,0,0,0
34,18,3,1.3,2,104,0,0,1,1,1
24,70,1,2.9,1,0,0,0,0,0,0
39,100,4,1.7,3,0,0,0,0,0,1
6,193,3,6.3,3,0,1,0,0,1,0
7,125,1,0.0,1,0,0,0,0,1,1
31,68,2,0.0,3,0,0,1,0,1,0
10,55,1,2.0,1,95,0,0,0,1,0
34,152,4,3.6,3,0,1,0,0,0,0
3,84,3,1.5,1,0,0,0,0,1,1
16,13,2,0.0,3,0,0,0,0,1,0
35,33,4,0.4,1,131,0,0,0,0,1
32,89,4,1.0,2,90,0,1,0,1,0
26,93,1,2.4,1,0,0,0,0,1,0
5,68,4,1.8,3,0,0,0,0,0,0
21,85,2,1.7,2,0,0,0,0,0,1
4,73,1,0.8,2,0,0,0,0,1,0
6,83,4,2.2,2,106,0,0,0,1,0
36,158,2,6.3,3,0,1,0,0,1,0
18,182,4,6.0,3,0,1,0,0,1,0
1,24,2,0.9,3,123,0,0,0,0,1
34,102,2,2.0,1,0,0,0,0,1,1
11,53,3,2.8,1,0,0,0,0,0,0
15,175,2,3.3,1,0,0,0,0,1,0
5,28,3,1.0,1,0,0,0,0,1,0
25,14,4,0.8,1,0,0,0,0,1,0
7,139,1,4.0,3,106,1,0,1,1,1
11,34,3,0.9,1,0,0,0,0,1,0
14,64,1,1.5,3,0,0,0,0,0,1
38,84,4,0.1,2,0,0,0,0,0,0
32,42,3,0.5,2,0,0,1,0,1,0
35,63,1,1.6,1,0,0,0,0,1,0
12,100,3,1.2,3,341,0,0,0,1,1
25,190,2,4.2,2,0,1,0,0,1,0
20,22,1,1.0,1,91,0,0,0,0,0
37,20,1,0.8,2,0,0,1,0,0,1
18,21,2,1.4,2,0,0,0,0,1,1
14,25,4,0.4,2,101,0,0,0,1,0
9,20,4,1.1,3,0,0,0,0,1,0
23,173,3,0.2,1,0,1,0,1,1,1
5,81,2,2.5,1,0,0,0,0,0,1
11,139,2,0.8,2,421,1,0,0,1,0
35,119,2,3.9,1,0,0,1,0,1,0
20,74,4,2.6,3,104,0,0,0,1,0
10,42,1,1.5,2,131,0,0,0,0,0
30,73,2,1.1,1,0,0,0,0,0,0
31,114,4,5.2,1,0,1,1,1,1,0
36,44,2,1.0,3,0,0,0,0,0,0
8,141,2,4.33,1,0,0,0,0,0,0
26,14,2,0.0,1,103,0,0,0,1,0
29,33,2,0.4,3,0,0,0,0,0,0
34,83,2,2.0,1,249,0,0,0,0,0
16,89,4,0.8,1,155,0,0,0,1,0
38,39,4,2.2,1,0,0,1,0,1,0
39,83,3,2.0,3,0,0,0,0,1,1
34,108,2,2.0,1,359,0,0,0,1,0
34,21,3,1.3,2,0,0,0,0,1,1
1,102,1,1.9,1,0,0,0,0,0,0
32,48,1,1.6,3,0,0,0,0,0,1
32,32,3,1.4,1,0,0,0,0,1,0
31,43,1,0.2,1,0,0,0,0,0,0
23,35,4,0.4,2,118,0,0,0,0,0
6,184,1,6.0,1,0,0,0,0,1,0
21,140,2,7.6,1,132,0,0,0,0,0
38,32,3,0.7,2,0,0,0,0,1,1
20,149,1,1.7,1,0,0,0,0,1,0
25,15,4,0.6,3,0,0,0,0,0,1
16,71,3,2.33,2,0,0,0,0,0,0
3,108,4,1.8,2,0,0,0,0,0,0
30,122,2,0.5,1,0,0,0,0,0,1
41,40,3,0.1,3,0,0,0,0,1,0
22,198,2,6.67,1,0,0,0,0,0,1
24,79,4,1.4,2,0,0,1,0,0,1
31,84,1,0.1,3,0,0,0,0,1,0
37,31,3,0.4,2,0,0,0,0,0,1
20,12,4,0.6,3,0,0,0,0,0,1
34,88,2,1.6,1,0,0,0,0,1,1
5,29,2,0.3,2,131,0,0,0,1,1
3,201,1,6.33,1,158,0,0,0,1,0
20,20,1,1.4,3,0,0,0,0,0,0
20,15,1,1.0,1,0,0,0,0,1,0
27,155,2,0.4,1,107,0,0,0,0,1
13,25,3,0.2,2,0,0,0,0,1,0
8,200,2,6.5,1,565,0,0,0,1,0
7,101,1,2.7,2,233,0,0,0,0,0
16,19,4,0.4,2,0,0,0,0,1,1
12,188,2,6.5,1,0,0,0,0,1,1
28,8,1,0.3,1,0,0,0,0,1,0
29,59,2,2.3,3,152,0,0,0,1,0
2,72,4,2.6,1,0,0,1,1,1,0
15,55,1,1.5,3,0,0,0,0,1,0
19,24,3,0.67,2,0,0,0,0,1,0
32,19,1,1.3,1,0,0,0,0,1,0
33,71,2,2.3,3,150,0,0,0,1,1
26,54,2,1.5,2,0,0,0,0,0,1
26,28,1,0.3,3,0,0,0,0,1,0
20,25,4,0.4,3,0,0,0,0,1,0
17,51,2,0.6,3,0,0,0,0,0,1
19,125,3,2.4,1,0,1,0,0,1,0
0,88,2,1.8,2,319,0,0,0,1,1
16,125,2,2.2,1,0,0,0,0,1,0
10,79,4,2.1,3,182,0,0,0,1,0
36,31,3,0.4,2,0,0,0,0,1,1
31,131,2,2.7,1,394,0,0,0,0,1
19,70,1,0.2,2,230,0,1,0,0,0
36,38,3,0.9,3,82,0,0,0,1,1
7,83,1,2.5,1,0,0,1,1,1,1
20,59,1,2.4,1,0,0,1,1,1,0
